InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
103427,S2802,Product 157,2,2020-05-02,41.57,16904,Australia
103428,S0086,Product 1290,10,2019-04-02,20.47,15717,Australia
103429,S3116,Product 2182,14,2020-05-18,21.02,18806,Germany
103430,S4233,Product 2512,2,2019-12-03,43.49,45037,Spain
103431,S2469,Product 1772,5,2019-01-26,11.11,39963,France
103432,S3620,Product 1156,17,2019-02-16,9.89,31168,France
103433,S1637,Product 2789,8,2020-08-18,49.28,32219,Australia
103434,S3584,Product 2977,18,2020-05-05,27.26,46317,France
103435,S4010,Product 3500,8,2020-01-27,9.93,13074,Netherlands
103436,S3327,Product 2914,12,2020-09-22,8.71,28535,Netherlands
103437,S2219,Product 204,14,2020-02-16,43.15,58479,France
103438,S2218,Product 1823,3,2019-05-23,30.19,46506,Netherlands
103439,S4968,Product 1360,14,2020-04-09,6.19,43499,Germany
103440,S2370,Product 2545,4,2019-12-13,44.4,40161,Spain
103441,S3639,Product 442,1,2020-10-27,22.47,14084,Australia
103442,S2504,Product 1316,9,2019-08-22,49.47,39336,Spain
103443,S0944,Product 4038,14,2020-10-16,14.45,34062,Australia
103444,S2838,Product 1149,10,2020-03-14,26.68,34462,Spain
103445,S2661,Product 4967,18,2019-01-20,9.07,50428,United Kingdom
103446,S2937,Product 1199,10,2019-07-28,22.27,45567,Germany
103447,S4445,Product 2917,7,2019-03-30,9.24,56106,Australia
103448,S3948,Product 3886,8,2019-04-21,15.71,46622,Spain
103449,S1677,Product 4176,14,2019-03-26,13.86,12205,Spain
103450,S1197,Product 2860,4,2020-06-03,14.51,56794,Spain
103451,S4106,Product 2963,11,2019-09-30,48.51,37322,Spain
103452,S2788,Product 1368,10,2020-09-03,2.4,28348,Netherlands
103453,S1462,Product 4666,17,2019-10-17,25.09,43972,Netherlands
103454,S3319,Product 2910,5,2019-12-30,31.65,54891,Germany
103455,S0667,Product 2217,10,2020-09-27,33.21,21463,Germany
103456,S2177,Product 3406,10,2020-01-29,37.85,49356,Spain
103457,S3744,Product 3060,7,2019-08-11,38.17,22554,Spain
103458,S0601,Product 2284,17,2020-12-18,47.8,30557,Spain
103459,S2653,Product 4495,12,2019-03-16,37.91,26050,United Kingdom
103460,S4423,Product 821,5,2019-10-12,41.27,52709,Australia
103461,S3825,Product 3061,5,2020-04-29,26.85,48089,France
103462,S3907,Product 2525,4,2020-02-07,33.05,14323,Australia
103463,S0980,Product 4941,7,2019-03-27,24.17,38070,Netherlands
103464,S2452,Product 2633,2,2020-02-12,14.18,23335,Spain
103465,S0629,Product 2663,1,2019-04-14,16.01,34197,Australia
103466,S1630,Product 2826,10,2020-07-04,18.35,53413,Australia
103467,S3697,Product 4454,1,2020-01-28,17.36,50763,United Kingdom
103468,S3431,Product 3130,13,2019-12-15,26.89,25763,United Kingdom
103469,S3675,Product 4015,17,2020-11-03,12.76,21274,United Kingdom
103470,S3930,Product 4617,9,2019-10-25,26.07,49714,Netherlands
103471,S2766,Product 4489,4,2020-04-19,45.85,59058,Australia
103472,S4370,Product 1667,9,2020-06-29,20.6,43856,France
103473,S4781,Product 3401,7,2020-03-04,11.52,54393,Spain
103474,S0116,Product 3583,2,2019-06-13,17.67,48745,Spain
103475,S4957,Product 2201,18,2019-02-01,43.91,43857,France
103476,S2004,Product 893,15,2019-03-23,47.11,49341,Netherlands
103477,S0693,Product 3951,10,2019-06-03,44.39,37268,United Kingdom
103478,S3163,Product 984,17,2020-08-14,14.72,27062,Spain
103479,S1106,Product 583,7,2020-04-24,19.7,34654,United Kingdom
103480,S3009,Product 4116,11,2020-03-02,48.76,41700,France
103481,S2162,Product 2641,7,2019-05-14,16.53,55788,Spain
103482,S0154,Product 1974,11,2019-11-12,7.32,19650,Spain
103483,S3700,Product 3418,15,2020-08-12,14.46,12452,Spain
103484,S4411,Product 4115,19,2019-03-25,48.22,54197,Germany
103485,S3787,Product 2416,19,2019-12-12,21.09,41219,France
103486,S1065,Product 889,10,2020-08-12,46.73,25779,France
103487,S4201,Product 1884,16,2020-07-09,5.65,30237,United Kingdom
103488,S1914,Product 4822,8,2020-05-09,38.42,45232,Netherlands
103489,S1217,Product 3823,1,2019-05-02,5.12,33062,Spain
103490,S2402,Product 147,2,2019-03-12,10.28,55127,Spain
103491,S1773,Product 1717,10,2019-11-19,31.0,33763,Australia
103492,S1961,Product 2478,10,2019-03-31,22.01,59317,Spain
103493,S2781,Product 4944,10,2020-10-21,33.5,46654,France
103494,S4805,Product 1464,9,2020-02-13,48.68,34293,Spain
103495,S4747,Product 2246,18,2019-08-10,3.11,37433,France
103496,S2872,Product 1311,2,2019-08-26,9.99,47187,Netherlands
103497,S0661,Product 4661,5,2019-06-09,32.19,52957,Netherlands
103498,S2636,Product 369,11,2020-07-17,44.88,16859,France
103499,S2330,Product 1264,6,2019-08-01,39.98,36136,Spain
103500,S3955,Product 2850,8,2019-10-06,23.55,48515,Australia
103501,S2451,Product 2748,8,2020-03-23,37.4,39039,Australia
103502,S1133,Product 2566,10,2020-06-07,10.8,26568,France
103503,S0700,Product 1819,11,2020-03-27,1.18,36803,Spain
103504,S2039,Product 1888,19,2019-12-05,28.72,40598,Spain
103505,S4648,Product 3784,14,2019-08-11,40.76,31382,Germany
103506,S4501,Product 60,11,2019-06-20,21.96,48822,France
103507,S4558,Product 545,3,2020-07-13,28.68,48994,United Kingdom
103508,S2180,Product 3065,1,2019-05-10,21.4,50086,United Kingdom
103509,S2839,Product 1231,3,2019-07-13,25.94,55173,Netherlands
103510,S0874,Product 559,9,2019-07-22,44.28,59801,Spain
103511,S0084,Product 1513,1,2020-12-07,24.17,23163,Spain
103512,S1423,Product 670,12,2020-06-28,0.87,42711,Germany
103513,S2676,Product 258,12,2019-01-23,40.09,43443,Spain
103514,S3181,Product 1071,6,2020-05-06,31.08,26326,Netherlands
103515,S4317,Product 1051,8,2020-05-18,36.65,22150,France
103516,S3976,Product 4039,3,2019-07-21,45.1,27026,France
103517,S1392,Product 4023,11,2019-02-28,14.67,17239,Netherlands
103518,S3219,Product 145,11,2020-08-29,25.4,28764,Australia
103519,S4208,Product 2635,5,2019-07-27,30.32,37609,Germany
103520,S0615,Product 2570,7,2019-09-13,17.6,41343,France
103521,S2972,Product 801,19,2020-09-12,42.38,42321,Netherlands
103522,S3566,Product 1486,7,2019-10-10,35.03,29074,Spain
103523,S3577,Product 3749,10,2020-03-02,36.8,27982,France
103524,S4571,Product 2430,8,2020-07-11,40.5,52625,Netherlands
103525,S0271,Product 2824,14,2019-05-20,13.28,16076,Germany
103526,S4067,Product 673,1,2020-03-14,37.41,11978,Australia
103527,S2469,Product 3975,13,2019-04-20,38.8,41888,France
103528,S1391,Product 3490,6,2020-11-28,42.2,58613,Germany
103529,S3355,Product 4423,6,2019-05-17,24.68,10778,United Kingdom
103530,S4136,Product 1415,5,2020-05-05,25.46,17428,Germany
103531,S3608,Product 3369,3,2020-08-27,5.36,12882,Netherlands
103532,S2584,Product 4726,12,2019-10-29,42.68,38438,Spain
103533,S4074,Product 3895,15,2020-02-25,26.91,51567,France
103534,S3076,Product 3847,3,2019-12-05,29.92,50510,Germany
103535,S3907,Product 2029,16,2020-05-08,6.51,31891,France
103536,S0290,Product 1195,18,2020-07-29,30.29,27134,France
103537,S2481,Product 2025,9,2019-03-14,2.58,26924,Australia
103538,S3253,Product 1358,8,2020-06-17,46.2,51104,Netherlands
103539,S0279,Product 2811,11,2020-01-28,43.25,43758,Netherlands
103540,S2925,Product 569,3,2020-03-12,10.12,29106,United Kingdom
103541,S0581,Product 1946,5,2019-02-15,29.89,21604,Spain
103542,S4959,Product 347,10,2019-06-23,30.33,43878,United Kingdom
103543,S0254,Product 408,5,2019-03-04,40.27,32831,Netherlands
103544,S4277,Product 4229,8,2020-03-16,37.97,30446,United Kingdom
103545,S4777,Product 3754,6,2019-04-16,49.67,51976,Germany
103546,S0825,Product 614,16,2019-09-20,17.87,54852,Australia
103547,S3833,Product 106,12,2020-12-21,6.67,31440,Germany
103548,S0700,Product 2219,17,2019-11-28,28.89,33156,France
103549,S1381,Product 3800,8,2019-11-25,38.32,15322,United Kingdom
103550,S3897,Product 4358,4,2019-01-06,14.65,11280,Australia
103551,S1674,Product 3914,17,2020-08-22,12.19,23958,United Kingdom
103552,S2728,Product 494,3,2019-10-02,40.22,29688,Netherlands
103553,S3157,Product 3869,18,2019-02-24,37.81,22661,United Kingdom
103554,S3389,Product 4386,16,2019-11-16,10.57,44387,Australia
103555,S4308,Product 3335,2,2020-04-09,43.53,40405,France
103556,S0384,Product 3921,13,2019-03-19,7.17,56877,Netherlands
103557,S0342,Product 1869,1,2019-11-17,5.91,36480,France
103558,S1988,Product 1439,3,2020-09-26,17.88,26243,Germany
103559,S4060,Product 1353,1,2019-08-27,44.38,25457,Netherlands
103560,S4940,Product 45,2,2020-11-26,34.92,26994,Spain
103561,S3110,Product 4911,19,2019-04-23,20.04,40803,France
103562,S4083,Product 2381,3,2020-04-08,8.28,47029,Spain
103563,S4516,Product 4561,1,2019-04-15,35.82,16301,Spain
103564,S2799,Product 200,9,2020-10-19,30.16,47362,France
103565,S3241,Product 4425,8,2020-01-30,49.39,44782,Netherlands
103566,S1989,Product 2288,5,2019-08-31,38.4,13687,Australia
103567,S3415,Product 4894,1,2019-12-23,5.56,52255,Spain
103568,S1850,Product 4798,15,2019-02-03,36.55,45098,Netherlands
103569,S0306,Product 2631,17,2020-12-06,13.24,45427,Spain
103570,S3614,Product 2769,15,2020-11-06,48.11,36389,France
103571,S2750,Product 2408,8,2019-01-27,1.45,27453,United Kingdom
103572,S4965,Product 3792,3,2020-06-03,12.3,24720,Australia
103573,S1136,Product 3294,9,2019-05-09,25.2,38259,Netherlands
103574,S0206,Product 2847,14,2020-12-30,4.41,50334,Spain
103575,S4592,Product 3312,6,2020-04-23,17.53,24302,United Kingdom
103576,S3451,Product 2552,4,2019-04-10,25.11,14408,Australia
103577,S3812,Product 1438,12,2020-03-26,22.62,38997,United Kingdom
103578,S3623,Product 127,3,2020-10-05,23.3,11731,United Kingdom
103579,S3600,Product 1621,3,2020-06-05,44.01,56009,Australia
103580,S2552,Product 3320,17,2020-08-31,25.51,30995,France
103581,S4309,Product 482,6,2019-03-20,47.08,27158,France
103582,S0310,Product 4379,15,2020-02-21,7.81,27370,France
103583,S2709,Product 2122,11,2020-09-16,14.37,28744,France
103584,S1992,Product 3136,18,2020-01-16,33.0,45717,Netherlands
103585,S0272,Product 2821,3,2019-09-04,14.51,33862,Spain
103586,S3643,Product 2372,17,2020-12-03,17.69,50606,Netherlands
103587,S4087,Product 239,11,2020-02-17,45.1,33871,United Kingdom
103588,S1823,Product 1421,6,2019-08-01,27.16,30899,Australia
103589,S3274,Product 341,5,2019-03-20,17.07,29828,Spain
103590,S4539,Product 3351,10,2020-12-30,38.95,54732,Spain
103591,S4350,Product 2994,2,2020-05-29,4.0,43801,Australia
103592,S0521,Product 4988,15,2020-10-31,28.4,10449,Australia
103593,S0977,Product 1487,11,2019-03-22,5.43,35239,United Kingdom
103594,S3723,Product 4558,14,2019-05-14,9.25,49266,Germany
103595,S3552,Product 4076,14,2019-03-18,3.59,37553,Australia
103596,S4106,Product 4894,3,2019-10-24,45.13,53441,Spain
103597,S2774,Product 733,16,2020-08-14,2.89,24976,Netherlands
103598,S2553,Product 3479,14,2020-12-05,26.06,46356,Spain
103599,S2833,Product 162,10,2020-12-13,11.64,28438,Australia
103600,S3908,Product 2496,8,2020-09-24,19.49,23553,Australia
103601,S0153,Product 132,12,2020-11-20,24.94,13172,United Kingdom
103602,S2965,Product 1858,5,2019-03-18,22.78,39171,United Kingdom
103603,S2917,Product 1243,13,2019-05-29,37.53,18421,Australia
103604,S2801,Product 3489,12,2020-08-05,45.64,28176,Netherlands
103605,S1753,Product 672,3,2020-03-28,15.36,24623,United Kingdom
103606,S2611,Product 505,17,2019-11-08,1.71,34849,Spain
103607,S3876,Product 2157,5,2020-03-31,44.75,16723,France
103608,S1105,Product 1262,6,2020-10-24,48.95,38208,Netherlands
103609,S2537,Product 293,13,2020-12-05,21.95,17948,United Kingdom
103610,S4991,Product 3651,6,2019-12-16,23.06,50853,Germany
103611,S4200,Product 4924,13,2020-02-12,7.64,52307,Germany
103612,S3855,Product 4283,15,2020-06-16,24.04,23388,France
103613,S3495,Product 1060,2,2019-11-29,15.52,44365,Spain
103614,S1915,Product 2304,11,2020-01-05,49.72,15187,Australia
103615,S3073,Product 2796,16,2019-06-18,9.65,46429,France
103616,S1007,Product 1202,18,2020-04-15,19.24,40814,Spain
103617,S0407,Product 3314,2,2019-03-26,31.02,45505,Australia
103618,S0167,Product 2089,10,2020-01-12,17.58,16962,Australia
103619,S0509,Product 3429,13,2019-10-29,23.98,16145,Germany
103620,S1662,Product 2161,8,2019-02-22,48.69,38584,United Kingdom
103621,S3665,Product 4950,7,2019-10-06,25.65,53839,France
103622,S3490,Product 719,16,2020-06-17,45.56,41403,United Kingdom
103623,S4859,Product 1847,17,2019-04-08,2.63,18755,Germany
103624,S0681,Product 878,9,2020-08-22,6.43,14161,Spain
103625,S2525,Product 3268,8,2019-05-02,47.25,22263,Australia
103626,S2121,Product 4498,5,2019-01-31,6.87,27499,United Kingdom
103627,S4678,Product 64,5,2020-06-06,36.96,43975,Germany
103628,S4358,Product 2700,13,2019-11-01,22.58,22054,Netherlands
103629,S1364,Product 2934,16,2020-04-30,20.63,20438,Australia
103630,S1332,Product 373,11,2020-08-29,33.13,40374,France
103631,S2293,Product 4028,15,2020-07-17,36.52,14839,Spain
103632,S1539,Product 306,17,2020-03-13,46.63,43139,Spain
103633,S3409,Product 2515,15,2020-06-20,13.22,16229,Netherlands
103634,S0561,Product 932,12,2020-08-11,35.05,32331,Australia
103635,S1100,Product 1991,4,2020-08-14,17.44,28743,Australia
103636,S1904,Product 3657,4,2019-02-13,36.02,21639,France
103637,S0175,Product 1416,16,2020-02-10,7.53,59571,United Kingdom
103638,S2157,Product 362,15,2019-05-21,23.15,35472,Germany
103639,S2231,Product 2769,8,2020-01-09,9.59,17521,Germany
103640,S4288,Product 716,8,2019-01-19,17.15,56632,United Kingdom
103641,S4161,Product 1646,11,2020-03-17,35.92,12146,United Kingdom
103642,S3921,Product 543,17,2020-12-01,12.05,18116,France
103643,S1498,Product 1548,3,2019-08-08,34.4,24752,Netherlands
103644,S3855,Product 2242,7,2020-02-09,25.05,31892,Germany
103645,S3172,Product 652,12,2019-06-03,5.06,35002,Netherlands
103646,S1568,Product 1051,1,2019-10-24,19.64,27439,France
103647,S1152,Product 4743,11,2019-09-11,43.53,29822,United Kingdom
103648,S0369,Product 1853,5,2020-05-18,49.47,39738,Australia
103649,S4947,Product 3002,6,2019-06-19,18.76,22037,Germany
103650,S0043,Product 3085,14,2020-11-21,3.22,45419,Netherlands
103651,S1908,Product 2097,17,2020-12-21,6.94,23520,Spain
103652,S3491,Product 803,3,2020-09-28,39.51,19073,Germany
103653,S2536,Product 2655,4,2020-09-21,32.96,33306,Spain
103654,S4174,Product 1681,1,2019-09-20,14.61,26040,Spain
103655,S2874,Product 1608,4,2019-12-12,19.87,51242,Spain
103656,S1825,Product 3523,14,2020-03-16,40.65,19291,Spain
103657,S1294,Product 2058,7,2020-03-17,20.95,13084,Australia
103658,S4770,Product 2722,7,2019-01-24,37.91,18542,Germany
103659,S4797,Product 4822,1,2020-06-12,15.11,59698,Spain
103660,S4855,Product 2564,2,2020-11-28,36.38,49448,Australia
103661,S3387,Product 3613,3,2019-09-27,23.59,46829,Germany
103662,S2973,Product 203,18,2019-05-12,27.5,43571,United Kingdom
103663,S3923,Product 942,11,2019-07-27,30.14,10660,Netherlands
103664,S4998,Product 589,12,2020-07-14,22.8,12358,Netherlands
103665,S0993,Product 571,14,2020-10-19,23.57,16179,Netherlands
103666,S2387,Product 3005,9,2019-10-11,13.65,37802,United Kingdom
103667,S2241,Product 196,10,2019-02-22,49.3,19611,Netherlands
103668,S1477,Product 1346,13,2020-05-19,45.34,19417,Australia
103669,S3408,Product 418,3,2020-06-07,26.61,38636,United Kingdom
103670,S0390,Product 1643,9,2020-04-29,2.21,38549,France
103671,S1000,Product 1366,2,2019-04-23,8.84,23272,Germany
103672,S4621,Product 9,8,2020-08-18,42.77,27927,France
103673,S1856,Product 532,7,2019-07-16,46.58,33370,United Kingdom
103674,S0659,Product 4245,9,2019-12-28,8.48,48524,Spain
103675,S2764,Product 1553,13,2019-07-05,36.86,48800,United Kingdom
103676,S3664,Product 1036,7,2020-03-22,31.34,40117,Australia
103677,S4987,Product 4572,7,2020-06-06,15.52,49150,Germany
103678,S1482,Product 1618,1,2020-09-18,22.09,37852,France
103679,S3732,Product 3717,2,2020-02-29,34.02,52664,United Kingdom
103680,S0452,Product 1077,17,2020-10-02,5.51,12642,Germany
103681,S2476,Product 4302,10,2020-10-23,9.86,14169,Spain
103682,S3223,Product 4016,15,2020-03-13,2.15,43563,Australia
103683,S1538,Product 2963,16,2020-04-05,45.16,26868,France
103684,S3094,Product 4841,13,2019-06-24,28.91,29608,France
103685,S0883,Product 913,8,2019-01-30,26.41,54879,Netherlands
103686,S4409,Product 4150,9,2019-12-12,35.46,11060,France
103687,S4069,Product 4071,1,2020-12-23,49.42,55722,Netherlands
103688,S4936,Product 3562,4,2019-05-17,9.03,46794,France
103689,S2567,Product 344,18,2020-03-13,7.09,53713,France
103690,S3278,Product 1193,1,2019-12-05,15.09,44663,United Kingdom
103691,S0375,Product 1933,3,2019-11-21,45.25,31360,Spain
103692,S4547,Product 703,10,2019-05-03,20.87,43524,Australia
103693,S3698,Product 1899,2,2019-04-07,39.78,58098,Spain
103694,S3063,Product 3594,18,2020-12-29,10.54,48588,France
103695,S4691,Product 199,2,2019-07-03,24.93,11662,France
103696,S3251,Product 3233,13,2020-09-28,6.81,13578,Netherlands
103697,S4596,Product 2823,9,2019-08-03,20.94,33008,Spain
103698,S4560,Product 4485,2,2019-01-12,13.48,45701,Australia
103699,S0113,Product 474,2,2020-02-26,27.7,50937,United Kingdom
103700,S3198,Product 4861,5,2019-10-15,39.13,27211,Spain
103701,S2379,Product 1655,14,2020-08-30,46.95,38095,Germany
103702,S1925,Product 592,3,2019-06-03,14.55,19759,Spain
103703,S0140,Product 1849,14,2020-10-03,37.29,54908,United Kingdom
103704,S1425,Product 3042,1,2020-04-22,44.34,57077,Spain
103705,S2950,Product 168,9,2019-06-16,6.68,57468,Australia
103706,S3169,Product 4380,16,2019-12-21,29.5,57403,United Kingdom
103707,S0517,Product 3271,17,2019-07-31,30.79,27622,Netherlands
103708,S2617,Product 4008,8,2020-07-25,13.98,53129,France
103709,S0888,Product 4011,15,2020-12-21,1.61,46676,Australia
103710,S3105,Product 4987,8,2020-09-19,13.21,12374,Australia
103711,S0050,Product 3849,7,2020-03-19,29.44,51633,Netherlands
103712,S3952,Product 2182,9,2020-07-05,10.22,20481,France
103713,S3561,Product 1655,2,2020-12-16,14.72,43737,Netherlands
103714,S0019,Product 4218,10,2020-05-19,35.54,10631,Netherlands
103715,S4822,Product 833,5,2019-02-28,20.22,36197,France
103716,S1474,Product 1022,16,2020-01-24,3.74,22564,United Kingdom
103717,S4062,Product 1994,1,2020-04-14,20.26,45730,Germany
103718,S2607,Product 3493,6,2019-05-08,49.99,41283,France
103719,S0452,Product 895,10,2020-05-28,13.42,25479,United Kingdom
103720,S3766,Product 1516,10,2020-07-06,13.63,47926,United Kingdom
103721,S2439,Product 3671,19,2019-03-07,8.91,30268,United Kingdom
103722,S4311,Product 289,13,2019-10-16,13.95,52328,Australia
103723,S1550,Product 1077,19,2020-03-28,28.95,22114,Spain
103724,S3475,Product 1372,3,2019-05-02,48.25,59525,France
103725,S0128,Product 1075,13,2020-12-28,30.58,26070,France
103726,S4856,Product 4935,4,2020-07-03,20.79,27886,Netherlands
103727,S2762,Product 2960,8,2019-01-29,19.79,27601,France
103728,S4457,Product 40,12,2019-04-15,1.7,19859,United Kingdom
103729,S4665,Product 4275,17,2019-12-30,0.63,42128,Germany
103730,S1416,Product 3623,1,2020-12-12,39.96,51715,Germany
103731,S0202,Product 183,2,2020-04-30,24.76,21374,Netherlands
103732,S2370,Product 1760,9,2019-02-19,2.14,52879,France
103733,S0518,Product 1770,1,2020-08-02,14.66,40267,Germany
103734,S1342,Product 4801,19,2019-03-12,18.16,27713,France
103735,S4777,Product 497,17,2020-12-29,39.27,34918,Netherlands
103736,S1989,Product 597,5,2020-01-21,22.0,22117,France
103737,S3546,Product 2509,15,2020-10-08,39.57,41394,Netherlands
103738,S4521,Product 3827,12,2020-09-13,31.87,24855,Spain
103739,S3803,Product 4570,4,2020-12-12,2.14,53575,Germany
103740,S3276,Product 685,15,2020-03-22,48.45,36299,Netherlands
103741,S3655,Product 319,3,2019-06-24,9.48,54214,Netherlands
103742,S2435,Product 3627,14,2020-06-24,14.14,14358,Netherlands
103743,S4874,Product 1436,4,2020-03-20,40.56,14376,Netherlands
103744,S0208,Product 2404,19,2019-04-13,9.9,51458,Netherlands
103745,S2634,Product 2665,6,2020-12-25,20.35,15655,Netherlands
103746,S4118,Product 4325,17,2020-01-01,43.32,17793,France
103747,S0154,Product 729,18,2020-08-25,32.04,32624,Australia
103748,S3367,Product 1288,8,2019-02-02,15.45,58586,United Kingdom
103749,S4315,Product 4002,19,2019-09-27,32.38,23919,Netherlands
103750,S4765,Product 561,12,2019-10-17,40.72,44140,United Kingdom
